Genus,Class,Order,Family
Lutibacter,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Lutimonas,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Lysinibacillus,Bacilli,Bacillales,Bacillaceae
Lysinibacter,Actinomycetes,Micrococcales,Microbacteriaceae
Lysobacter,Gammaproteobacteria,Lysobacterales,Lysobacteraceae
Macrococcoides,Bacilli,Bacillales,Staphylococcaceae
Macrococcus,Bacilli,Bacillales,Staphylococcaceae
Mageeibacillus,Clostridia,Eubacteriales,Oscillospiraceae
Magnetococcus,Magnetococcia,Magnetococcales,Magnetococcaceae
Magnetospira,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae
Magnetospirillum,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
Mahella,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family IV. Incertae Sedis
Maioricimonas,Planctomycetia,Planctomycetales,Planctomycetaceae
Malaciobacter,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae
Malacoplasma,Unknown,Mycoplasmoidales,Mycoplasmoidaceae
Maliibacterium,Clostridia,Eubacteriales,Maliibacteriaceae
Mameliella,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Mammaliicoccus,Bacilli,Bacillales,Staphylococcaceae
Mangrovibacillus,Bacilli,Bacillales,Bacillaceae
Mangrovibacter,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae
Mangrovimonas,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Mangrovivirga,Cytophagia,Cytophagales,Mangrovivirgaceae
Mannheimia,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
Maribacter,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Maribellus,Bacteroidia,Marinilabiliales,Prolixibacteraceae
Maricaulis,Alphaproteobacteria,Maricaulales,Maricaulaceae
Marichromatium,Gammaproteobacteria,Chromatiales,Chromatiaceae
Maricurvus,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
Maridesulfovibrio,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae
Marilutibacter,Gammaproteobacteria,Lysobacterales,Lysobacteraceae
Mariluticola,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae
Marinagarivorans,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
Mariniblastus,Planctomycetia,Pirellulales,Pirellulaceae
Marinicauda,Alphaproteobacteria,Maricaulales,Maricaulaceae
Marinicella,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae
Marinicellulosiphila,Gammaproteobacteria,Oceanospirillales,Unknown
Mariniflexile,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Marinilactibacillus,Bacilli,Lactobacillales,Carnobacteriaceae
Marinilongibacter,Cytophagia,Cytophagales,Leadbetterellaceae
Marinimicrobium,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae
Mariniplasma,Mollicutes,Acholeplasmatales,Acholeplasmataceae
Marinithermus,Deinococci,Thermales,Thermaceae
Marinitoga,Thermotogae,Petrotogales,Petrotogaceae
Marinobacter,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae
Marinobacterium,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
Marinomonas,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
Marinospirillum,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
Marinovum,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Mariprofundus,Zetaproteobacteria,Mariprofundales,Mariprofundaceae
Marisediminicola,Actinomycetes,Micrococcales,Microbacteriaceae
Maritalea,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae
Marivirga,Cytophagia,Cytophagales,Marivirgaceae
Marivivens,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Marixanthomonas,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Marnyiella,Flavobacteriia,Flavobacteriales,Weeksellaceae
Martelella,Alphaproteobacteria,Hyphomicrobiales,Aurantimonadaceae
Marvinbryantia,Clostridia,Lachnospirales,Lachnospiraceae
Massilia,Betaproteobacteria,Burkholderiales,Oxalobacteraceae
Massilimicrobiota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae
Mediterraneibacter,Clostridia,Lachnospirales,Lachnospiraceae
Megamonas,Negativicutes,Selenomonadales,Selenomonadaceae
Megasphaera,Negativicutes,Veillonellales,Veillonellaceae
Meiothermus,Deinococci,Thermales,Thermaceae
Melaminivora,Betaproteobacteria,Burkholderiales,Comamonadaceae
Melioribacter,Ignavibacteria,Ignavibacteriales,Melioribacteraceae
Melissococcus,Bacilli,Lactobacillales,Enterococcaceae
Melittangium,Myxococcia,Myxococcales,Archangiaceae
Mergibacter,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
Mesobacillus,Bacilli,Bacillales,Bacillaceae
Mesoflavibacter,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Mesomycoplasma,Unknown,Mycoplasmoidales,Metamycoplasmataceae
Mesoplasma,Mollicutes,Entomoplasmatales,Entomoplasmataceae
Mesorhizobium,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae
Mesoterricola,Holophagae,Holophagales,Holophagaceae
Mesotoga,Thermotogae,Kosmotogales,Kosmotogaceae
Metabacillus,Bacilli,Bacillales,Bacillaceae
Metallosphaera,Thermoprotei,Sulfolobales,Sulfolobaceae
Metallumcola,Clostridia,Neomorellales,Desulfitibacteraceae
Metamycoplasma,Unknown,Mycoplasmoidales,Metamycoplasmataceae
Metapseudomonas,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae
Metasolibacillus,Bacilli,Bacillales,Caryophanaceae
Methanimicrococcus,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
Methanobacterium,Methanobacteria,Methanobacteriales,Methanobacteriaceae
Methanobrevibacter,Methanobacteria,Methanobacteriales,Methanobacteriaceae
Methanocaldococcus,Methanococci,Methanococcales,Methanocaldococcaceae
Methanocella,Methanomicrobia,Methanocellales,Methanocellaceae
Methanochimaera,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae
Methanococcoides,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
Methanococcus,Methanococci,Methanococcales,Methanococcaceae
Methanocorpusculum,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae
Methanoculleus,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae
Methanofervidicoccus,Methanococci,Methanococcales,Unknown
Methanofollis,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae
Methanogenium,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae
Methanohalobium,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
Methanohalophilus,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
Methanolacinia,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae
Methanolapillus,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
Methanolobus,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
Methanomassiliicoccus,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae
Methanomethylophilus,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae
Methanomethylovorans,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
Methanomicrobium,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae
Methanonatronarchaeum,Methanonatronarchaeia,Methanonatronarchaeales,Methanonatronarchaeaceae
Methanoplanus,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae
Methanopyrus,Methanopyri,Methanopyrales,Methanopyraceae
Methanoregula,Methanomicrobia,Methanomicrobiales,Methanoregulaceae
Methanosalsum,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
Methanosarcina,Methanomicrobia,Methanosarcinales,Methanosarcinaceae
Methanosphaera,Methanobacteria,Methanobacteriales,Methanobacteriaceae
Methanosphaerula,Methanomicrobia,Methanomicrobiales,Methanoregulaceae
Methanospirillum,Methanomicrobia,Methanomicrobiales,Methanospirillaceae
Methanothermobacter,Methanobacteria,Methanobacteriales,Methanobacteriaceae
Methanothermococcus,Methanococci,Methanococcales,Methanococcaceae
Methanothrix,Methanomicrobia,Methanotrichales,Methanotrichaceae
Methanotorris,Methanococci,Methanococcales,Methanocaldococcaceae
Methylacidimicrobium,Unknown,Unknown,Unknown
Methylacidiphilum (ex Ratnadevi et al. 2023),Methylacidiphilae,Methylacidiphilales,Methylacidiphilaceae
Methylibium,Betaproteobacteria,Burkholderiales,Sphaerotilaceae
Methylobacillus,Betaproteobacteria,Nitrosomonadales,Methylophilaceae
Methylobacter,Gammaproteobacteria,Methylococcales,Methylococcaceae
Methylobacterium,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae
Methylocaldum,Gammaproteobacteria,Methylococcales,Methylococcaceae
Methylocapsa,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae
Methyloceanibacter,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae
Methylocella,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae
Methylococcus,Gammaproteobacteria,Methylococcales,Methylococcaceae
Methylocystis,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae
Methylogaea,Gammaproteobacteria,Methylococcales,Methylococcaceae
Methyloligella,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae
Methylomagnum,Gammaproteobacteria,Methylococcales,Methylococcaceae
Methylomarinovum,Gammaproteobacteria,Methylococcales,Methylothermaceae
Methylomarinum,Gammaproteobacteria,Methylococcales,Methylococcaceae
Methylomicrobium,Gammaproteobacteria,Methylococcales,Methylococcaceae
Methylomonas,Gammaproteobacteria,Methylococcales,Methylococcaceae
Methylomusa,Negativicutes,Selenomonadales,Sporomusaceae
Methylophaga,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae
Methylophilus,Betaproteobacteria,Nitrosomonadales,Methylophilaceae
Methyloradius,Betaproteobacteria,Nitrosomonadales,Methylophilaceae
Methyloraptor,Alphaproteobacteria,Hyphomicrobiales,Ancalomicrobiaceae
Methylorubrum,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae
Methylosinus,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae
Methylotenera,Betaproteobacteria,Nitrosomonadales,Methylophilaceae
Methylotuvimicrobium,Gammaproteobacteria,Methylococcales,Methylococcaceae
Methyloversatilis,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae
Methylovirgula,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae
Methylovorus,Betaproteobacteria,Nitrosomonadales,Methylophilaceae
Methylovulum,Gammaproteobacteria,Methylococcales,Methylococcaceae
Micavibrio,Bdellovibrionia,Bdellovibrionales,Pseudobdellovibrionaceae
Microbacterium,Actinomycetes,Micrococcales,Microbacteriaceae
Microbispora,Actinomycetes,Streptosporangiales,Streptosporangiaceae
Microbulbifer,Gammaproteobacteria,Cellvibrionales,Microbulbiferaceae
Microcella,Actinomycetes,Micrococcales,Microbacteriaceae
Micrococcus,Actinomycetes,Micrococcales,Micrococcaceae
Microcystis,Cyanophyceae,Chroococcales,Microcystaceae
Microlunatus,Actinomycetes,Propionibacteriales,Propionibacteriaceae
Micromonospora,Actinomycetes,Micromonosporales,Micromonosporaceae
Micropruina,Actinomycetes,Propionibacteriales,Nocardioidaceae
Microterricola,Actinomycetes,Micrococcales,Microbacteriaceae
Microvenator,Deltaproteobacteria,Bradymonadales,Microvenatoraceae
Microvirga,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae
Miltoncostaea,Thermoleophilia,Miltoncostaeales,Miltoncostaeaceae
Miniimonas,Actinomycetes,Micrococcales,Beutenbergiaceae
Miniphocaeibacter,Tissierellia,Tissierellales,Peptoniphilaceae
Minisyncoccus,Minisyncoccia,Minisyncoccales,Minisyncoccaceae
Minwuia,Alphaproteobacteria,Minwuiales,Minwuiaceae
Mixta,Gammaproteobacteria,Enterobacterales,Erwiniaceae
Mobiluncus,Actinomycetes,Actinomycetales,Actinomycetaceae
Modestobacter,Actinomycetes,Geodermatophilales,Geodermatophilaceae
Moellerella,Gammaproteobacteria,Enterobacterales,Morganellaceae
Mogibacterium,Clostridia,Peptostreptococcales,Anaerovoracaceae
Mongoliitalea,Cytophagia,Cytophagales,Cyclobacteriaceae
Monoglobus,Clostridia,Monoglobales,Monoglobaceae
Moorella,Clostridia,Moorellales,Moorellaceae
Moorella (nom. illeg.),Clostridia,Moorellales (nom. illeg.),Moorellaceae (nom. illeg.)
Moorena,Cyanophyceae,Coleofasciculales,Coleofasciculaceae
Moraxella,Gammaproteobacteria,Moraxellales,Moraxellaceae
Morganella,Gammaproteobacteria,Enterobacterales,Morganellaceae
Moritella,Gammaproteobacteria,Alteromonadales,Moritellaceae
Morococcus,Betaproteobacteria,Neisseriales,Neisseriaceae
Mucilaginibacter,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
Mucisphaera,Phycisphaerae,Phycisphaerales,Phycisphaeraceae
Mucispirillum,Deferribacteres,Deferribacterales,Mucispirillaceae
Mumia,Actinomycetes,Propionibacteriales,Nocardioidaceae
Murdochiella,Tissierellia,Tissierellales,Peptoniphilaceae
Muribaculum,Bacteroidia,Bacteroidales,Muribaculaceae
Muriicola,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Musicola,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae
Mycetocola,Actinomycetes,Micrococcales,Microbacteriaceae
Mycetohabitans,Betaproteobacteria,Burkholderiales,Burkholderiaceae
Mycoavidus,Betaproteobacteria,Burkholderiales,Burkholderiaceae
Mycobacterium,Actinomycetes,Mycobacteriales,Mycobacteriaceae
Mycobacteroides,Actinomycetes,Mycobacteriales,Mycobacteriaceae
Mycolicibacillus,Actinomycetes,Mycobacteriales,Mycobacteriaceae
Mycolicibacter,Actinomycetes,Mycobacteriales,Mycobacteriaceae
Mycolicibacterium,Actinomycetes,Mycobacteriales,Mycobacteriaceae
Mycoplasma,Mollicutes,Mycoplasmatales,Mycoplasmataceae
Mycoplasmoides,Unknown,Mycoplasmoidales,Mycoplasmoidaceae
Mycoplasmopsis,Unknown,Mycoplasmoidales,Metamycoplasmataceae
Mycovorax,Chitinophagia,Chitinophagales,Chitinophagaceae
Myroides,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Myxococcus,Myxococcia,Myxococcales,Myxococcaceae
Naasia,Actinomycetes,Micrococcales,Microbacteriaceae
Nakamurella,Actinomycetes,Nakamurellales,Nakamurellaceae
Nanchangia,Actinomycetes,Actinomycetales,Actinomycetaceae
Nannocystis,Unknown,Nannocystales,Nannocystaceae
Nanobdella,Nanobdellia,Nanobdellales,Nanobdellaceae
Natranaeroarchaeum,Halobacteria,Halobacteriales,Natronoarchaeaceae
Natranaerobius,Clostridia,Natranaerobiales,Natranaerobiaceae
Natranaerofaba,Clostridia,Natranaerobiales,Natranaerofabaceae
Natrarchaeobaculum,Halobacteria,Halobacteriales,Natrialbaceae
Natrialba,Halobacteria,Halobacteriales,Natrialbaceae
Natribaculum,Halobacteria,Halobacteriales,Natrialbaceae
Natrinema,Halobacteria,Halobacteriales,Natrialbaceae
Natroniella,Clostridia,Halanaerobiales,Halobacteroidaceae
Natronobacterium,Halobacteria,Halobacteriales,Natrialbaceae
Natronobeatus,Halobacteria,Halobacteriales,Natrialbaceae
Natronococcus,Halobacteria,Halobacteriales,Natrialbaceae
Natronoglycomyces,Actinomycetes,Glycomycetales,Glycomycetaceae
Natronomonas,Halobacteria,Halobacteriales,Haloarculaceae
Natrononativus,Halobacteria,Halobacteriales,Natrialbaceae
Natronorarus,Halobacteria,Halobacteriales,Halalkalicoccaceae
Natronorubrum,Halobacteria,Halobacteriales,Natrialbaceae
Natronosalvus,Halobacteria,Halobacteriales,Natrialbaceae
Natronosporangium,Actinomycetes,Micromonosporales,Micromonosporaceae
Naumannella,Actinomycetes,Propionibacteriales,Propionibacteriaceae
Nautilia,Epsilonproteobacteria,Nautiliales,Nautiliaceae
Ndongobacter,Unknown,Unknown,Unknown
Neisseria,Betaproteobacteria,Neisseriales,Neisseriaceae
Neoasaia,Alphaproteobacteria,Acetobacterales,Acetobacteraceae
Neobacillus,Bacilli,Bacillales,Bacillaceae
Neochlamydia,Chlamydiia,Parachlamydiales,Parachlamydiaceae
Neokomagataea,Alphaproteobacteria,Acetobacterales,Acetobacteraceae
Neomicrococcus,Actinomycetes,Micrococcales,Micrococcaceae
Neomoorella,Clostridia,Neomorellales,Neomoorellaceae
Neopusillimonas,Betaproteobacteria,Burkholderiales,Alcaligenaceae
Neorhizobium,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae
Neorickettsia,Alphaproteobacteria,Rickettsiales,Anaplasmataceae
Neotabrizicola,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Neptunicella,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
Neptuniibacter,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
Neptunomonas,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
Nereida,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Nesterenkonia,Actinomycetes,Micrococcales,Micrococcaceae
Nguyenibacter,Alphaproteobacteria,Acetobacterales,Acetobacteraceae
Niabella,Chitinophagia,Chitinophagales,Chitinophagaceae
Niallia,Bacilli,Bacillales,Bacillaceae
Niastella,Chitinophagia,Chitinophagales,Chitinophagaceae
Nibribacter,Cytophagia,Cytophagales,Hymenobacteraceae
Nibricoccus,Opitutia,Opitutales,Opitutaceae
Nicoliella,Bacilli,Lactobacillales,Lactobacillaceae
Ningiella,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
Nisaea,Alphaproteobacteria,Rhodospirillales,Thalassobaculaceae
Nitratidesulfovibrio,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae
Nitratifractor,Epsilonproteobacteria,Campylobacterales,Sulfurovaceae
Nitratireductor,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae
Nitratiruptor,Epsilonproteobacteria,Nautiliales,Nitratiruptoraceae
Nitrincola,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae
Nitrobacter,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae
Nitrogeniibacter,Betaproteobacteria,Rhodocyclales,Zoogloeaceae
Nitrosarchaeum,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae
Nitrosococcus,Gammaproteobacteria,Chromatiales,Chromatiaceae
Nitrosomonas,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae
Nitrosophilus,Epsilonproteobacteria,Nautiliales,Nitratiruptoraceae
Nitrosopumilus,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae
Nitrososphaera,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae
Nitrosospira,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae
Nitrospina,Nitrospinia,Nitrospinales,Nitrospinaceae
Nitrospira,Nitrospiria,Nitrospirales,Nitrospiraceae
Nitrospirillum,Alphaproteobacteria,Rhodospirillales,Azospirillaceae
Niveibacterium,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae
Niveispirillum,Alphaproteobacteria,Rhodospirillales,Azospirillaceae
Nocardia,Actinomycetes,Mycobacteriales,Nocardiaceae
Nocardioides,Actinomycetes,Propionibacteriales,Nocardioidaceae
Nocardiopsis,Actinomycetes,Streptosporangiales,Nocardiopsidaceae
Nodularia,Cyanophyceae,Nostocales,Nodulariaceae
Nonlabens,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Nonomuraea,Actinomycetes,Streptosporangiales,Streptosporangiaceae
Nordella,Alphaproteobacteria,Hyphomicrobiales,Unknown
Nosocomiicoccus,Bacilli,Bacillales,Staphylococcaceae
Nostoc,Cyanophyceae,Nostocales,Nostocaceae
Nostocoides,Actinomycetes,Micrococcales,Intrasporangiaceae
Novacetimonas,Alphaproteobacteria,Acetobacterales,Acetobacteraceae
Novibacillus,Bacilli,Bacillales,Thermoactinomycetaceae
Noviherbaspirillum,Betaproteobacteria,Burkholderiales,Oxalobacteraceae
Noviluteimonas,Gammaproteobacteria,Lysobacterales,Lysobacteraceae
Novilysobacter,Gammaproteobacteria,Lysobacterales,Lysobacteraceae
Novisyntrophococcus,Clostridia,Lachnospirales,Lachnospiraceae
Novosphingobium,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
Novosphingopyxis,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
Obesumbacterium,Gammaproteobacteria,Enterobacterales,Hafniaceae
Occallatibacter,Terriglobia,Terriglobales,Acidobacteriaceae
Occultella,Actinomycetes,Micrococcales,Ruaniaceae
Oceanicaulis,Alphaproteobacteria,Maricaulales,Maricaulaceae
Oceanicoccus,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae
Oceanicola,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Oceanidesulfovibrio,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae
Oceanihabitans,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Oceanimonas,Gammaproteobacteria,Aeromonadales,Aeromonadaceae
Oceaniradius,Alphaproteobacteria,Hyphomicrobiales,Ahrensiaceae
Oceanirhabdus,Clostridia,Eubacteriales,Clostridiaceae
Oceanisphaera,Gammaproteobacteria,Aeromonadales,Aeromonadaceae
Oceanispirochaeta,Spirochaetia,Spirochaetales,Spirochaetaceae
Oceanithermus,Deinococci,Thermales,Thermaceae
Oceanobacillus,Bacilli,Bacillales,Bacillaceae
Oceanotoga,Thermotogae,Petrotogales,Petrotogaceae
Ochrobactrum,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae
Octadecabacter,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Odoribacter,Bacteroidia,Bacteroidales,Odoribacteraceae
Oecophyllibacter,Alphaproteobacteria,Acetobacterales,Acetobacteraceae
Oenococcus,Bacilli,Lactobacillales,Lactobacillaceae
Oerskovia,Actinomycetes,Micrococcales,Cellulomonadaceae
Okeanomitos,Cyanophyceae,Nostocales,Aphanizomenonaceae
Oleidesulfovibrio,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae
Oleiharenicola,Opitutia,Opitutales,Opitutaceae
Oleiphilus,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae
Oligella,Betaproteobacteria,Burkholderiales,Alcaligenaceae
Olivibacter,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae
Olleya,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Olsenella,Coriobacteriia,Coriobacteriales,Atopobiaceae
Opacimonas,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
Opitutus,Opitutia,Opitutales,Opitutaceae
Orbus,Gammaproteobacteria,Orbales,Orbaceae
Oricola,Alphaproteobacteria,Hyphomicrobiales,Ahrensiaceae
Orientia,Alphaproteobacteria,Rickettsiales,Rickettsiaceae
Ornithinibacillus,Bacilli,Bacillales,Bacillaceae
Ornithinimicrobium,Actinomycetes,Micrococcales,Ornithinimicrobiaceae
Ornithobacterium,Flavobacteriia,Flavobacteriales,Weeksellaceae
Orrella,Betaproteobacteria,Burkholderiales,Alcaligenaceae
Oryzisolibacter,Betaproteobacteria,Burkholderiales,Comamonadaceae
Oryzobacter,Actinomycetes,Micrococcales,Intrasporangiaceae
Oryzomicrobium,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae
Oscillatoria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae
Oscillibacter,Clostridia,Eubacteriales,Oscillospiraceae
Otariodibacter,Gammaproteobacteria,Pasteurellales,Pasteurellaceae
Ottowia,Betaproteobacteria,Burkholderiales,Comamonadaceae
Owariibacterium,Clostridia,Eubacteriales,Oscillospiraceae
Owenweeksia,Flavobacteriia,Flavobacteriales,Owenweeksiaceae
Oxalobacter,Betaproteobacteria,Burkholderiales,Oxalobacteraceae
Oxynema,Cyanophyceae,Oscillatoriales,Oscillatoriaceae
Oxyplasma,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae
Pacificitalea,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Paenacidovorax,Betaproteobacteria,Burkholderiales,Comamonadaceae
Paenalcaligenes,Betaproteobacteria,Burkholderiales,Alcaligenaceae
Paenalkalicoccus,Bacilli,Bacillales,Bacillaceae
Paenarthrobacter,Actinomycetes,Micrococcales,Micrococcaceae
Paenibacillus,Bacilli,Bacillales,Paenibacillaceae
Paeniglutamicibacter,Actinomycetes,Micrococcales,Micrococcaceae
Paenimyroides,Flavobacteriia,Flavobacteriales,Flavobacteriaceae
Paenisporosarcina,Bacilli,Bacillales,Caryophanaceae
Palaeococcus,Thermococci,Thermococcales,Thermococcaceae
Palleronia,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae
Paludibacter,Bacteroidia,Bacteroidales,Paludibacteraceae
Paludibacterium,Betaproteobacteria,Neisseriales,Chromobacteriaceae
Paludibaculum,Terriglobia,Bryobacterales,Bryobacteraceae
Paludihabitans,Clostridia,Eubacteriales,Oscillospiraceae
Paludisphaera,Planctomycetia,Isosphaerales,Isosphaeraceae
Panacibacter,Chitinophagia,Chitinophagales,Chitinophagaceae
Pandoraea,Betaproteobacteria,Burkholderiales,Burkholderiaceae
Pannonibacter,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae
Pantoea,Gammaproteobacteria,Enterobacterales,Erwiniaceae
Parabacteroides,Bacteroidia,Bacteroidales,Tannerellaceae
Parablastomonas,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae
Paraburkholderia,Betaproteobacteria,Burkholderiales,Burkholderiaceae
Parachlamydia,Chlamydiia,Parachlamydiales,Parachlamydiaceae
Paracholeplasma,Mollicutes,Acholeplasmatales,Acholeplasmataceae
Paracidovorax,Betaproteobacteria,Burkholderiales,Comamonadaceae
Paraclostridium,Clostridia,Peptostreptococcales,Peptostreptococcaceae
Paracoccus,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Paraconexibacter,Thermoleophilia,Solirubrobacterales,Paraconexibacteraceae
Paracrocinitomix,Flavobacteriia,Flavobacteriales,Crocinitomicaceae
Paradevosia,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae
Paraflavitalea,Chitinophagia,Chitinophagales,Chitinophagaceae
Parafrankia,Actinomycetes,Frankiales,Frankiaceae
Paragemmobacter,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
Parageobacillus,Bacilli,Bacillales,Anoxybacillaceae
Paraglaciecola,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
Paralcaligenes,Betaproteobacteria,Burkholderiales,Alcaligenaceae
Paraliobacillus,Bacilli,Bacillales,Bacillaceae
Paralysiella,Betaproteobacteria,Neisseriales,Neisseriaceae
Paramagnetospirillum,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae
Paramicrobacterium,Actinomycetes,Micrococcales,Microbacteriaceae
Paramixta,Gammaproteobacteria,Enterobacterales,Erwiniaceae
Paramuribaculum,Bacteroidia,Bacteroidales,Muribaculaceae
Paraneptunicella,Gammaproteobacteria,Alteromonadales,Alteromonadaceae
Paraoerskovia,Actinomycetes,Micrococcales,Cellulomonadaceae
Paraphotobacterium,Gammaproteobacteria,Vibrionales,Vibrionaceae
Paraprevotella,Bacteroidia,Bacteroidales,Prevotellaceae
Pararhizobium,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae
Pararhodospirillum,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae
Pararobbsia,Betaproteobacteria,Burkholderiales,Burkholderiaceae
Pararoseomonas,Alphaproteobacteria,Acetobacterales,Acetobacteraceae
Parasaccharibacter,Alphaproteobacteria,Acetobacterales,Acetobacteraceae
Parascardovia,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae
Parasedimentitalea,Alphaproteobacteria,Rhodobacterales,Paracoccaceae
